company,address,longitude,latitude,zipcode,town,state,date_founded,date_closed,company_type,source,name_changed,year_name_changed,notes,see also
Teledyne,"3165 Porter Dr, Palo Alto, CA",-122.14985490364,37.40866645,,Palo Alto,California,,,engineers - electronic,"Palo Alto Directory, 1970",,,,
Teledyne Isotopes,"4062 Fabian Way, Palo Alto, CA",-122.1042399,37.4258394,,Palo Alto,California,,,engineers - electronic,"Palo Alto Directory, 1970",,,,
Texas Instruments Inc,"230 California Ave, Palo Alto, CA",-122.140586735818,37.4312813357953,,Palo Alto,California,,,engineers - electronic,"Palo Alto Directory, 1970",,,,
Transaction Systems Inc,"490 San Antonio Rd, Palo Alto, CA",-122.104386163843,37.4135898835005,,Palo Alto,California,,,engineers - electronic,"Palo Alto Directory, 1970",,,,
Transition Electronics Sls,"991 Commercial St, Palo Alto, CA",-122.100223411729,37.42496,,Palo Alto,California,,,,,,,,
Varian Associates (Light Sensing & Emitting Div),"601 California Ave, Palo Alto, CA",-122.1430031,37.4285379,,Palo Alto,California,,,,,,,,
Ward Davis & Associates,"3941 E. Bayshore Road, Palo Alto, CA",-122.1029232,37.4305832,,Palo Alto,California,,,,,,,,
Weatherford RV Co (Branch Office),"3240 Hillview Ave, Palo Alto, CA",-122.146211768833,37.407948,,Palo Alto,California,,,,,,,,
Wesco Electronics,"3973 E. Bayshore Ave, Palo Alto, CA",,,,Palo Alto,California,,,,,,,,
Wiltron Co,"930 E. Meadow Dr, Palo Alto, CA",-122.107751371832,37.4279196919526,,Palo Alto,California,,,,,,,,
Zack Electronics,"654 High St, Palo Alto, CA",-122.161573890049,37.4426503112393,,Palo Alto,California,,,,,,,,
Egbert Engineering,"801 E. Charleston Road, Palo Alto, CA",-122.104995395391,37.42241,,Palo Alto,California,,,,,,,,
Electro Scientific Industries,"999 Commercial St, Palo Alto, CA",-122.099930378289,37.425297,,Palo Alto,California,,,,,,,,
Geraco Engineering,"1112 Ramona St, Palo Alto, CA",-122.1544862,37.44016735,,Palo Alto,California,,,,,,,,
Hamilton Robt H,"941 E. Charleston Road, Palo Alto, CA",-122.101235912543,37.4217449826179,,Palo Alto,California,,,,,,,,
Trimetric Engineering Inc,"927 Industrial Ave, Palo Alto, CA",-122.0990546,37.4230955,,Palo Alto,California,,,,,,,,
YF Engineering,"3333 Birch St, Palo Alto, CA",-122.13459465656,37.4225891688682,,Palo Alto,California,,,,,,,,
Electronic Processes Corp,"260 N. 1st, San Jose, CA",,,,San Jose,California,1949,,Electronic Equipment and Supplies,1949-50 San Jose City Directory,,,Founded unclear.,
Westinghouse Electric Corp,"Hendy Ave near Fair Oaks, Sunnyvale, CA",,,,Sunnyvale,California,1952,,Electronic Equipment and Supplies,1952 San Jose City Directory,,,Founded unclear.,
Lewis & Kaufman Inc,"659 University Ave, Los Gatos, CA",-121.975682154994,37.2375847963799,,Los Gatos,California,1952,,Electronic Equipment and Supplies,1952 San Jose City Directory,,,Founded unclear.,
Chemo-Vac Electronic Corp,"760 Reed, Santa Clara, CA",-121.945390140073,37.3591409509498,,Santa Clara,California,,,Electronic Equipment and Supplies,1954 San Jose City Directory,,,,
Illumi Tronic Engineering Co,"680 Taylor Ave, Sunnyvale, CA",-122.015158845676,37.3829736820353,,Sunnyvale,California,,,Electronic Equipment and Supplies,1954 San Jose City Directory,,,,
Buckles Smith Co,"240 Spencer Ave, San Jose, CA",-121.8895918,37.3101405,,San Jose,California,,,Electronic Equipment and Supplies,1955 San Jose City Directory,,,,
Delta Electric,"271 Bestor, San Jose, CA",-121.87343346401,37.3241016459225,,,,,,,1959 San Jose City Directory,,,,
Diehl Electric Supply,"615 Stockton Ave, San Jose, CA",-121.911940807736,37.339178250041,,,,,,,1959 San Jose City Directory,,,,
Electrical Distributors Co,"320 Race, San Jose, CA",-121.911261313792,37.3228934863283,,,,,,,1959 San Jose City Directory,,,,
General Electric Co,"460 Park Ave, San Jose, CA",-121.898011,37.327935,,,,,,,1959 San Jose City Directory,,,,
Buckles Smith Co,"240 Spencer Ave, San Jose, CA",-121.8895918,37.3101405,,,,,,,1960 San Jose City Directory,,,,
Consolidated Parts Inc,"581 E. Taylor, San Jose, CA",,,,,,,,,1960 San Jose City Directory,,,,
Federal Pacific Electric Co,"333 Brokaw Road, Santa Clara, CA",,,,Santa Clara,,,,,1960 San Jose City Directory,,,,
Westinghouse Electric Supply,"292 Stockton Ave, San Jose, CA",-121.905712390977,37.3337249774436,,,,,,,1960 San Jose City Directory,,,,
Jennings Radio Manufacturing Corp,"970 McLaughlin Ave, San Jose, CA",-121.855866209746,37.3350930104881,,,,,,,1960 San Jose City Directory,,,,
Alco-Paramount Electronic Corp,"79 S. Third, San Jose, CA",-121.8779739,37.295279,,,,,,,1960 San Jose City Directory,,,,
Custom Electronics,"460 Park Ave, San Jose, CA",-121.898011,37.327935,,,,,,,1960 San Jose City Directory,,,,
General Electric Co,"2515 First, San Jose, CA",-121.927715171875,37.3858006875,,,,,,,1960 San Jose City Directory,,,,
National Missile & Electronics Inc,"2120 Ronald, Santa Clara, CA",-121.952033045227,37.3618090830174,,Santa Clara,,,,,1960 San Jose City Directory,,,,
Pacific Wholesale,"603 Almaden Ave, San Jose, CA",-121.8785452,37.3139879,,,,,,,1960 San Jose City Directory,,,,
Packard-Bell Electronic Supply,"2374 Stevens Creek Road, San Jose, CA",,,,,,,,,1960 San Jose City Directory,,,,
Peninsula Electronic SUpply,"656 S. 1st, San Jose, CA",,,,,,,,,1960 San Jose City Directory,,,,
Pulse Engineering Inc,"560 Roberts Ave, Santa Clara, CA",-121.8663969,36.602763,,Santa Clara,,,,,1960 San Jose City Directory,,,,
Quement Dealer Electronics,"170 W. San Fernando, San Jose, CA",,,,,,,,,1960 San Jose City Directory,,,,
Quement Industrial Electronics,"161 W. San Fernando, San Jose, CA",,,,,,,,,1960 San Jose City Directory,,,,
Schad Electronic Supply,"499 S. Market, San Jose, CA",,,,,,,,,1960 San Jose City Directory,,,,
Light Metals Research Laboratory Inc,"1330 Shulman Ave, Santa Clara, CA",-121.925897,37.2787004,,Santa Clara,,,,,1960 San Jose City Directory,,,,
Optic Research Engineering Co,"455 Meridian Road, San Jose, CA",,,,,,,,,1960 San Jose City Directory,,,,
Research Laboratories,"1274 Almaden, San Jose, CA",-121.8617567,37.2216072,,,,,,,1960 San Jose City Directory,,,,
Franzen Jake Co,"1962 Lafayette, Santa Clara, CA",-121.948075956715,37.3597332665026,,Santa Clara,,,,,1960 San Jose City Directory,,,,
Rosicrucian Planetarium,"1698 Park Ave, San Jose, CA",-121.923871,37.333922,,,,,,,1960 San Jose City Directory,,,,
Swift Instruments International,"1572 N. 4th, San Jose, CA",,,,,,,,,1960 San Jose City Directory,,,,
Ideal Instrument,"3611 Forest Ave, San Jose, CA",-121.932079,37.3270415,,,,,,,1960 San Jose City Directory,,,,
San Jose Instrument Service,"401 Newhall, San Jose, CA",-121.920169,37.349532,,,,,,,1960 San Jose City Directory,,,,
Electronics Associate,"1786 Ledgewood Drive, San Jose, CA",-121.915566114686,37.2631629649356,,,,,,,1961 San Jose City Directory,,,,
Miller's Electronic Supply Inc,"785 S. 1st, San Jose, CA",,,,,,,,,1961 San Jose City Directory,,,,
Weatherbie Industrial Electronics,"333 Prevost, San Jose, CA",-121.8911403,37.3135107,,,,,,,1961 San Jose City Directory,,,,
Wizard Engineering Co,"682 N. 13th, San Jose, CA",,,,,,,,,1961 San Jose City Directory,,,,
Mathis Instrument Co,959 San Jose Los Gatos Road,,,,,,,,,1961 San Jose City Directory,,,,
International Business Machines Corp,"Monterey and Cottle Roads, San Jose, CA",,,,,,,,Data Processing Service,1962 San Jose City Directory,,,,
Datex Corp,"1885 The Alameda, San Jose, CA",-121.92273601399,37.3403932054686,,,,,,Data Processing Service,1962 San Jose City Directory,,,,
Norwich Manufacturing Co Inc,"255 Keyes, San Jose, CA",-121.872832819486,37.3223853205066,,,,,,Data Processing Service,1962 San Jose City Directory,,,,
Service Bureau Corp,"840 Pedro Suite 2, San Jose, CA",,,,,,,,Data Processing Service,1962 San Jose City Directory,,,,
All Cities Electronic,"1415 The Alameda, San Jose, CA",-121.914272291667,37.3333243333333,,,,,,,1962 San Jose City Directory,,,,
Arnoux Corp,"945 Daffodil Way, San Jose, CA",-121.971249519202,37.3095615431304,,,,,,,1962 San Jose City Directory,,,,
Caswell Electronics,"434 Queens Lane, San Jose, CA",-121.904366413741,37.3687077156014,,,,,,,1962 San Jose City Directory,,,,
Clark Electronics,"190 W. Santa Clara, San Jose, CA",,,,,,,,,1962 San Jose City Directory,,,,
Condor Electronics Inc,"620 Orvis Ave, San Jose, CA",-121.869387682451,37.3308867080104,,,,,,,1962 San Jose City Directory,,,,
Custom Electronics Co,"460 Park Ave, San Jose, CA",-121.898011,37.327935,,,,,,,1962 San Jose City Directory,,,,
Dealer Electronics Corp,"1364 N. 10th, San Jose, CA",,,,,,,,,1962 San Jose City Directory,,,,
Electronics Center,"1212 The Alameda, San Jose, CA",-121.912284514286,37.3315406285714,,,,,,,1962 San Jose City Directory,,,,
Lewis Manufacturing Co,"2265 Stevens Creek Road, San Jose, CA",,,,,,,,,1962 San Jose City Directory,,,,
Mobile Calibration Laboratory,"1053 Franklin, Santa Clara, CA",-121.948359946706,37.3484710849096,,,,,,,1962 San Jose City Directory,,,,
Pinnacles Electronics,"1900 McBain Ave, San Jose, CA",,,,,,,,,1962 San Jose City Directory,,,,
Ra-Tel Industrial Co,"3395 El Camino Real, Santa Clara, CA",-122.1711496,37.446557,,,,,,,1962 San Jose City Directory,,,,
Ruby Sales Corp,"1247 Topas Ave, San Jose, CA",,,,,,,,,1962 San Jose City Directory,,,,
Craftronics,"920 Schulman Ave, Santa Clara, CA",,,,,,,,,1962 San Jose City Directory,,,,
Hales Testing Laboratories,"1509 Terminal Ave, San Jose, CA",-121.906111819858,37.3683165510667,,,,,,,1962 San Jose City Directory,,,,
Memorex Corp,"1180 Shulman Ave, Santa Clara, CA",-121.951052247972,37.3628286780937,,,,,,,1962 San Jose City Directory,,,,
Associated Electronic Service,"420 S. Bascom Ave, San Jose, CA",-121.931778,37.321499,,,,,,,1963 San Jose City Directory,,,,
Electronic Administrative Services Inc,"310 Porter Ave, San Jose, CA",,,,,,,,,1963 San Jose City Directory,,,,
Consumers Electronic Supply,"2318 Stevens Creek Road, San Jose, CA",,,,,,,,,1963 San Jose City Directory,,,,
Data Control Systems Inc,"501 Washington, Santa Clara, CA",-121.539154761744,36.84143825,,,,,,,1963 San Jose City Directory,,,,
Drew Geo Sales Co,"5285 Alan Ave, San Jose, CA",-121.908067775653,37.2422363496492,,,,,,,1963 San Jose City Directory,,,,
Max-Lor Manufacturing,"1775 S. 1st, San Jose, CA",,,,,,,,,1963 San Jose City Directory,,,,
Vega Electronics Corp,"1161 Richard Ave, Santa Clara, CA",-121.955402841234,37.3648554753272,,,,,,,1963 San Jose City Directory,,,,
Velonex,"560 Robert Ave, Santa Clara, CA",-121.945116435297,37.36396007478,,,,,,,1963 San Jose City Directory,,,,
Winco,"360 W. San Carlos, San Jose, CA",,,,,,,,,1963 San Jose City Directory,,,,
Western Microwave Laboratories Inc,"1045 DiGiulio Ave, Santa Clara, CA",,,,,,,,,1963 San Jose City Directory,,,,
Technical Operations Inc,"912 DiGiulio Ave, Santa Clara, CA",,,,,,,,,1963 San Jose City Directory,,,,
Avnet Electronics Corp,"1262 N. Lawrence Station Road, Sunnyvale, CA",,,,,,,,,1964 Sunnyvale City Directory,,,,
Cushman Electronics Inc,"166 San Lazaro Ave, Sunnyvale, CA",-122.011849034483,37.3768564827586,,,,,,,1964 Sunnyvale City Directory,,,,
Decco Electronics,"674 N. Fair Oaks Ave, Sunnyvale, CA",-122.01417,37.390888,,,,,,,1964 Sunnyvale City Directory,,,,
Eagle Picher Co,"1038 W. Evelyn Ave, Sunnyvale, CA",-122.0327178,37.37902,,,,,,,1964 Sunnyvale City Directory,,,,
General Electric Co (Advanced Space Project Departments),"355 W. Olive Ave, Sunnyvale, CA",-122.03498145,37.3716807,,,,,,,1964 Sunnyvale City Directory,,,,
Lear Siegler,"505 W. Olive Ave, Sunnyvale, CA",-122.0381792,37.3724441,,,,,,,1964 Sunnyvale City Directory,,,,
Link Ordinance Division of General Precision Inc,"676 E. Arques Ave, Sunnyvale, CA",-122.016100795918,37.3817853877551,,,,,,,1964 Sunnyvale City Directory,,,,
Master Dynamics Division of Master Specialties Co,"165 San Lazaro Ave, Sunnyvale, CA",-122.0120556,37.37687104,,,,,,,1964 Sunnyvale City Directory,,,,
Mellonics Systems Development Inc,"505 W. Olive Ave, Sunnyvale, CA",-122.0381792,37.3724441,,,,,,,1964 Sunnyvale City Directory,,,,
R S Electronic Corp Division of Pacific Industries Inc,"795 Kifer Road, Sunnyvale, CA",-121.996911,37.3738569,,,,,,,1964 Sunnyvale City Directory,,,,
Seven Associates Inc,"568 San Xavier Ave, Sunnyvale, CA",,,,,,,,,1964 Sunnyvale City Directory,,,,
Signetics Corp,"680 W. Maude Ave, Sunnyvale, CA",-122.032838699238,37.3903990400108,,,,,,,1964 Sunnyvale City Directory,,,,
Siliconix Inc,"1140 W. Evelyn Ave, Sunnyvale, CA",-122.050633656825,37.3850919647963,,,,,,,1964 Sunnyvale City Directory,,,,
Simco Electronics,"185 Commercial, Sunnyvale, CA",-122.007783,37.379032,,,,,,,1964 Sunnyvale City Directory,,,,
Space Technology Laboratories Inc,"355 W. Olive Ave, Sunnyvale, CA",-122.03498145,37.3716807,,,,,,,1964 Sunnyvale City Directory,,,,
Stanford Applied Engineering Inc,"1256 Birchwood Drive, Sunnyvale, CA",-121.992385872233,37.4049995569391,,,,,,,1964 Sunnyvale City Directory,,,,
Stewart Warner Microcircuits Inc,"355 W. Olive Ave, Sunnyvale, CA",-122.03498145,37.3716807,,,,,,,1964 Sunnyvale City Directory,,,,
Sunnyvale Electronics,"534 S. Murphy Ave, Sunnyvale, CA",-122.0321928,37.3701351,,,,,,,1964 Sunnyvale City Directory,,,,
TV Mart,"541 S. Murphy Ave, Sunnyvale, CA",-122.0325919,37.3699045,,,,,,,1964 Sunnyvale City Directory,,,,
Advanced Technology Laboratories,"1108 W. Evelyn Ave, Sunnyvale, CA",-122.049778796584,37.3848069592943,,,,,,,1964 Sunnyvale City Directory,,,,
Doban Laboratories Inc,"1112 W. Evelyn Ave, Sunnyvale, CA",-122.049885537489,37.3848429360339,,,,,,,1964 Sunnyvale City Directory,,,,
King Victor Materials Laboratory,"157 San Lazaro Ave, Sunnyvale, CA",-122.0120588,37.37685552,,,,,,,1964 Sunnyvale City Directory,,,,
Menlo Research Laboratories,"595 Mathilda Ave, Sunnyvale, CA",-122.0344431,37.3795999,,,,,,,1964 Sunnyvale City Directory,,,,
PEK Laboratories Inc,"825 Evelyn Ave, Sunnyvale, CA",,,,,,,,,1964 Sunnyvale City Directory,,,,
Thermatest Laboratories Inc,"1225 Elko Drive, Sunnyvale, CA",-121.990266,37.406464,,,,,,,1964 Sunnyvale City Directory,,,,
United Aerotest Laboratories,"150 N. Wolfe Road, Sunnyvale, CA",-122.0133724,37.3759313,,,,,,,1964 Sunnyvale City Directory,,,,
Scientific Instrument Co,"632 S. Knickerbocker Road, Sunnyvale, CA",,,,,,,,,1964 Sunnyvale City Directory,,,,
Brooks Development Co,"183 Commercial, Sunnyvale, CA",-122.007783,37.379032,,,,,,,1964 Sunnyvale City Directory,,,,
Huggins Laboratories Inc,"999 E. Arques Ave, Sunnyvale, CA",-122.004935110442,37.3809019334415,,,,,,,1964 Sunnyvale City Directory,,,,
Lockheed Missile and Space Co,"1111 Lockheed Way, Sunnyvale, CA",,,,,,,,,1964 Sunnyvale City Directory,,,,
Newell Associates Inc,"155 San Lazaro Ave, Sunnyvale, CA",-122.0120596,37.37685164,,,,,,,1964 Sunnyvale City Directory,,,,
Research Devices Inc,"1244 Birchwood Drive, Sunnyvale, CA",-121.992386309401,37.4046462555772,,,,,,,1964 Sunnyvale City Directory,,,,
United Technology Center,"1050 E. Arques Ave, Sunnyvale, CA",-122.001488813528,37.37958325,,,,,,,1964 Sunnyvale City Directory,,,,
International Business Machines Corp (ASDD West Coast Systems Laboratory),"6450 Guadalupe Miners Road, Los Gatos, CA",,,,,,,,,1964 San Jose City Directory,,,,
International Business Machines Corp (Sales Division),"1955 The Alameda, San Jose, CA",-121.924413967928,37.3417827470273,,,,,,,1964 San Jose City Directory,,,,
Peninsula Computer Center,"1671 The Alameda, San Jose, CA",-121.918460215407,37.3367924587828,,,,,,,1964 San Jose City Directory,,,,
Smith's Business Service,"715 N. 1st, San Jose, CA",,,,,,,,,1964 San Jose City Directory,,,,
Univac Division of Sperry Rand Marketing Division,"515 N. 1st Road, San Jose, CA",,,,,,,,,1964 San Jose City Directory,,,,
International Business Machines Corp (Supplies Division),"250 E. Hacienda Ave, Campbell, CA",-121.956055244898,37.2690931428571,,,,,,,1964 San Jose City Directory,,,,
Honeywell,"1041 DiGiulio Ave, Santa Clara, CA",,,,,,,,,1964 San Jose City Directory,,,,
A-1 Electronics ,"1431 Foxworthy, San Jose, CA",-121.892283157078,37.2748946039757,,,,,,,1964 San Jose City Directory,,,,
Cal-Tronics,"2366 Warburton, Santa Clara, CA",-121.967294574859,37.3556876564623,,,,,,,1964 San Jose City Directory,,,,
Dahl Electronics Associates,"986 Harmon, San Jose, CA",-121.912629187986,37.3188944380996,,,,,,,1964 San Jose City Directory,,,,
Electromec Design and Development Co,"282 Brokaw Road, Santa Clara, CA",,,,,,,,,1964 San Jose City Directory,,,,
Electronics Western Co,"1415 The Alameda, San Jose, CA",-121.914272291667,37.3333243333333,,,,,,,1964 San Jose City Directory,,,,
J & S Electronics ,"2301 Lafayette, Santa Clara, CA",-121.949213274742,37.3632843982888,,,,,,,1964 San Jose City Directory,,,,
McCormick-Selph,"538 Phelan Ave, San Jose, CA",-121.859727273249,37.3174096577017,,,,,,,1964 San Jose City Directory,,,,
Non-Linear Systems Inc,"2858 Stevens Creek Road, San Jose, CA",,,,,,,,,1964 San Jose City Directory,,,,
Pacific Surplus Electronic Sales,"190 W. Santa Clara, San Jose, CA",,,,,,,,,1964 San Jose City Directory,,,,
Rich Industries,"3302 Duke Center, Santa Clara, CA",,,,,,,,,1964 San Jose City Directory,,,,
Rodda Co Inc,"1005 Martin Ave, San Jose, CA",-121.914667,37.3299447,,,,,,,1964 San Jose City Directory,,,,
Dentsch,"549 Stockton Ave, San Jose, CA",-121.910859,37.338187,,,,,,,1965 San Jose City Directory,,,,
Geist WK CO,"7258 Bark Lane, San Jose, CA",-122.031523697026,37.3029350555584,,,,,,,1965 San Jose City Directory,,,,
General Transducer,"3551 Thomas Road, Santa Clara, CA",-121.960515861758,37.3866028704205,,,,,,,1965 San Jose City Directory,,,,
Parkard Bell Electronics,"1516 N. 4th, San Jose, CA",,,,,,,,,1965 San Jose City Directory,,,,
Central Engineering Laboratories,"1185 Coleman Ave, Santa Clara, CA",-121.930547868027,37.355599153677,,,,,,,1965 San Jose City Directory,,,,
Chamberlain Laboratories,"73 George, San Jose, CA",-121.900204716166,37.3474820357408,,,,,,,1965 San Jose City Directory,,,,
FMC Central and Engineering Laboratories,"1185 Coleman Ave, Santa Clara, CA",-121.930547868027,37.355599153677,,,,,,,1965 San Jose City Directory,,,,
Mayer Frank Engineering Co,"1038 W. Elvyn Ave, Sunnyvale, CA",,,,,,,,,1966 Sunnyvale City Directory,,,,
Scientific Data Systems,"505 W. Olive Ave, Sunnyvale, CA",-122.0381792,37.3724441,,,,,,,1966 Sunnyvale City Directory,,,,
Brooks Optroics,"183 Commercial Street, Sunnyvale, CA",-122.007783,37.379032,,,,,,,1966 Sunnyvale City Directory,,,,
Franklin Manufacturing,"437 Crescent Ave, Sunnyvale, CA",-122.0291012,37.3561883,,,,,,,1966 Sunnyvale City Directory,,,,
Graywood Co,"157 San Lazaro Ave, Palo Alto, CA",,,,,,,,,1966 Sunnyvale City Directory,,,,
High Voltage Engineering Corp,"505 W. Olive Ave, Sunnyvale, CA",-122.0381792,37.3724441,,,,,,,1966 Sunnyvale City Directory,,,,
Holbrooko Merrill Co,"1150 Kifer Road, Sunnyvale, CA",-121.996911,37.3738569,,,,,,,1966 Sunnyvale City Directory,,,,
Information Technology Inc,"164 N. Wolfe Road, Sunnyvale, CA",-122.012798375,37.3779925,,,,,,,1966 Sunnyvale City Directory,,,,
JPR Electronics Inc,"650 Taylor Ave, Sunnyvale, CA",-122.017174042561,37.3832366744012,,,,,,,1966 Sunnyvale City Directory,,,,
Lafayatte Radio Electronics Associate,"942 W. El Camino Real, Sunnyvale, CA",-122.04726906597,37.3714275928118,,,,,,,1966 Sunnyvale City Directory,,,,
Mack's Electronics,"223 E. Maude Ave, Sunnyvale, CA",-122.024353302847,37.3877748294027,,,,,,,1966 Sunnyvale City Directory,,,,
Telectra Communications Corp of America,"1265 Birchwood Drive, Sunnyvale, CA",-121.992590059696,37.4052362690047,,,,,,,1966 Sunnyvale City Directory,,,,
Den-Tech Inc,"665 S. Knickerbocker Drive, Sunnyvale, CA",-122.059141698143,37.3723990738137,,,,,,,1966 Sunnyvale City Directory,,,,
TRW Systems,"355 W. Olive Ave, Sunnyvale, CA",-122.03498145,37.3716807,,,,,,,1966 Sunnyvale City Directory,,,,
Unitec Aerotest Laboratories,"150 N. Wolfe Road, Sunnyvale, CA",-122.0133724,37.3759313,,,,,,,1966 Sunnyvale City Directory,,,,
Alco-Paramount Electronic Corp,"19 S. 3d St, San Jose, CA",,,,,,,,,1966 San Jose City Directory,,,,
Deutch Co,"549 Stockton Ave, San Jose, CA",-121.910859,37.338187,,,,,,,1966 San Jose City Directory,,,,
Dunlap Electronics,"244 Race Street, San Jose, CA",-121.911391283203,37.3248753512649,,,,,,,1966 San Jose City Directory,,,,
Lucky Thirteen Electronics,"682 N. 13th Street, San Jose, CA",-121.88734277644,37.3546257418679,,,,,,,1966 San Jose City Directory,,,,
Triad Corp,"816 N. 1st Street, San Jose, CA",-121.902055831508,37.3516668665444,,,,,,,1966 San Jose City Directory,,,,
Data Dynamics Inc,"363 S. Taaffe Street, Sunnyvale, CA",-122.0328321,37.3746235,,,,,,,1968 Sunnyvale City Directory,,,,
Kirk-Mayer Inc,"918 E. Arques Ave, Sunnyvale, CA",-122.007518932656,37.380868,,,,,,,1968 Sunnyvale City Directory,,,,
Mark Systems ,"465 S. Mathilda Ave, Sunnyvale, CA",-122.03615292,37.37238372,,,,,,,1968 Sunnyvale City Directory,,,,
Advanced Microwave Laboratories,"611 Vaqueros Street, Sunnyvale, CA",,,,,,,,,1968 Sunnyvale City Directory,,,,
Ogden Technology Laboratories Inc,"150 N. Wolfe Road, Sunnyvale, CA",-122.0133724,37.3759313,,,,,,,1968 Sunnyvale City Directory,,,,
Electro Mechanical Research Inc,"505 W. Olive Ave, Sunnyvale, CA",-122.0381792,37.3724441,,,,,,,1968 Sunnyvale City Directory,,,,
Hydro Science,"1256 Birchwood Ave, Sunnyvale, CA",,,,,,,,,1968 Sunnyvale City Directory,,,,
National Research & Chemical,"152 Commercial Street, Sunnyvale, CA",-122.008329,37.3754297,,,,,,,1968 Sunnyvale City Directory,,,,
Electronic Design & Development,"282 Brokaw Road, Santa Clara, CA",,,,,,,,,1968 San Jose City Directory,,,,
Flasher Co,"878 N. 10th St, San Jose, CA",-121.8954493,37.3600392,,,,,,,1968 San Jose City Directory,,,,
Motorola Communications and Electronics,"460 Park Ave, San Jose, CA",-121.898011,37.327935,,,,,,,1968 San Jose City Directory,,,,
Pacific Microwave,"427 Perrymont Ave, San Jose, CA",-121.872096794241,37.2988215761301,,,,,,,1968 San Jose City Directory,,,,
Qual-Tronix,"1021 Earle Ave, San Jose, CA",-121.908405130344,37.322823263524,,,,,,,1968 San Jose City Directory,,,,
Teledyne Industrial Electronics,"90 Pullman Way, San Jose, CA",-121.850212375,37.289887375,,,,,,,1968 San Jose City Directory,,,,
Teltec,"1509 Berger Drive, San Jose, CA",-121.897529786456,37.3718841595735,,,,,,,1968 San Jose City Directory,,,,
United Radio and TV Supply Co,"1425 W. San Carlos Street, San Jose, CA",-121.914811103615,37.3235661959694,,,,,,,1968 San Jose City Directory,,,,
Weatherbie Industrial Electronics,"1280 N. 4th St, San Jose, CA",-121.904969277364,37.361387690409,,,,,,,1968 San Jose City Directory,,,,
Weatherbie Industrial Electronics,"1580 N. 4th St, San Jose, CA",-121.908753256586,37.3661595333003,,,,,,,1968 San Jose City Directory,,,,
Agency Service Bureau Inc,"540 N. 1st Street, San Jose, CA",-121.897575610448,37.3457300525001,,,,,,,1969 San Jose City Directory,,,,
Automated Business Systems,"1385 W. San Carlos Street, San Jose, CA",-121.913345837803,37.323570363825,,,,,,,1969 San Jose City Directory,,,,
Caelus Memories ,"25 N. 14th Street, San Jose, CA",-121.877576695318,37.3428907135952,,,,,,,1969 San Jose City Directory,,,,
Delta Data Processing,"4250 Williams, San Jose, CA",-121.978540090685,37.3081349253969,,,,,,,1969 San Jose City Directory,,,,
Management Data Controls,"2156 The Alameda, San Jose, CA",-121.930363862614,37.3440897396151,,,,,,,1969 San Jose City Directory,,,,
Sigmatics,"1275 Lincoln Ave, San Jose, CA",-121.89919770085,37.3056572131786,,,,,,,1969 San Jose City Directory,,,,
Astronautics International,"227 N. Montgomery Street, San Jose, CA",-121.902972126206,37.3348757756555,,,,,,,1969 San Jose City Directory,,,,
Pacific Capacitor,"419 Perrymount Ave, San Jose, CA",,,,,,,,,1969 San Jose City Directory,,,,
Scantlin Electronics,"3381 Stevens Creek Blvd, San Jose, CA",-121.9423322,37.3232601,,,,,,,1969 San Jose City Directory,,,,
Advanced Devices Laboratories Inc,"701 Kings Row, San Jose, CA",-121.899560663601,37.3717781462156,,,,,,,1969 San Jose City Directory,,,,
Alpha Data Systems,"1890 Camden Ave, San Jose, CA",-121.9155518,37.2567899,,,,,,,1970 San Jose City Directory,,,,
Co-Data,"4950 Hamilton Ave, San Jose, CA",-121.9086846,37.2938307,,,,,,,1970 San Jose City Directory,,,,
Continental Computer Service,"260 Meridian Ave, San Jose, CA",-121.913654205964,37.3241797669937,,,,,,,1970 San Jose City Directory,,,,
Data Processing Center,"418 Park Ave, San Jose, CA",-121.897061200849,37.3284120395522,,,,,,,1970 San Jose City Directory,,,,
Approved Electronics,"664 Blossom Hill Road, San Jose, CA",-121.843560589618,37.2505175258195,,,,,,,1970 San Jose City Directory,,,,
Cal Sonics,"3667 Mona Way, San Jose, CA",-121.964721040816,37.2961347959184,,,,,,,1970 San Jose City Directory,,,,
Magnetics Inc,"5043 Graves Ave, San Jose, CA",-121.990320376634,37.2943135354929,,,,,,,1970 San Jose City Directory,,,,
Quindar Electronics,"1741 Saratoga Ave, San Jose, CA",-121.993910909885,37.2901929185788,,,,,,,1970 San Jose City Directory,,,,
ADP Automatic Data Processing,"4250 Williams Road, San Jose, CA",-121.978540090685,37.3081349253969,,,,,,,1971 San Jose City Directory,,,,
Alpha Beta Associates,"888 N. 1st St, San Jose, CA",-121.903139625211,37.3531051268432,,,,,,,1971 San Jose City Directory,,,,
Dynex Associates,"373 S. Daniel Way, San Jose, CA",-121.941206991681,37.3216070479967,,,,,,,1971 San Jose City Directory,,,,
Advanced Thermo Enterprise,"427 Perrymount Ave, San Jose, CA",,,,,,,,,1971 San Jose City Directory,,,,
Commercial Equipment Services,"2298 Starbright Drive, San Jose, CA",-121.942834,37.259355,,,,,,,1971 San Jose City Directory,,,,
Neci-Nuclear Engineering and Components Inc,"1501 Terminal Ave, San Jose, CA",-121.90611148811,37.3683131921177,,,,,,,1971 San Jose City Directory,,,,
Quality Transformer and Electronics,"701 Kings Row, San Jose, CA",-121.899560663601,37.3717781462156,,,,,,,1971 San Jose City Directory,,,,
